timestamp,status,reason,x_mm,y_mm,z_mm,u_deg
2026-04-21T14:25:47,OK,words_enviadas,101.80,137.06,50.000,153.97
2026-04-21T14:25:47,OK,words_enviadas,48.57,48.09,50.000,310.50
2026-04-21T14:25:48,OK,words_enviadas,101.77,137.02,50.000,333.89
2026-04-21T14:25:48,OK,words_enviadas,48.56,48.06,50.000,310.50
2026-04-21T14:25:49,OK,words_enviadas,102.07,136.81,50.000,154.23
2026-04-21T14:25:52,OK,words_enviadas,48.70,47.89,50.000,310.50
2026-04-21T14:25:52,OK,words_enviadas,49.89,47.35,50.000,310.50
2026-04-21T14:25:55,OK,words_enviadas,156.07,113.96,50.000,329.04
2026-04-21T14:25:55,OK,words_enviadas,48.65,48.21,50.000,311.10
2026-04-21T14:25:56,OK,words_enviadas,129.19,181.76,50.000,270.00
2026-04-21T14:25:58,OK,words_enviadas,48.56,48.21,50.000,310.50
2026-04-21T14:25:59,OK,words_enviadas,129.08,181.65,50.000,270.00
2026-04-21T14:26:00,OK,words_enviadas,48.51,48.20,50.000,310.50
2026-04-21T14:26:01,OK,words_enviadas,129.09,181.69,50.000,270.00
2026-04-21T14:26:03,OK,words_enviadas,48.50,48.10,50.000,310.50
2026-04-21T14:26:04,OK,words_enviadas,129.04,181.69,50.000,270.00
2026-04-21T14:26:05,OK,words_enviadas,48.49,48.34,50.000,310.50
2026-04-21T14:26:05,OK,words_enviadas,49.60,47.36,50.000,310.74
2026-04-21T14:26:08,OK,words_enviadas,48.58,48.14,50.000,311.09
2026-04-21T14:26:17,OK,words_enviadas,154.81,115.05,50.000,327.32
2026-04-21T14:26:17,OK,words_enviadas,87.95,27.49,50.000,286.09
2026-04-21T14:26:21,OK,words_enviadas,77.56,26.97,50.000,285.98
2026-04-21T14:26:21,OK,words_enviadas,154.87,122.23,50.000,328.09
2026-04-21T14:26:21,OK,words_enviadas,154.83,114.64,50.000,328.47
2026-04-21T14:26:21,OK,words_enviadas,51.65,104.81,50.000,110.77
2026-04-21T14:26:29,OK,words_enviadas,51.57,104.97,50.000,108.43
2026-04-21T14:26:31,OK,words_enviadas,154.90,115.81,50.000,328.24
2026-04-21T14:26:32,OK,words_enviadas,78.09,26.71,50.000,286.09
2026-04-21T14:26:32,OK,words_enviadas,81.55,26.70,50.000,286.09
2026-04-21T14:26:33,OK,words_enviadas,154.22,22.30,50.000,90.00
2026-04-21T14:26:34,OK,words_enviadas,81.38,26.74,50.000,286.09
2026-04-21T14:26:34,OK,words_enviadas,79.61,27.37,50.000,286.09
2026-04-21T14:26:35,OK,words_enviadas,154.72,112.57,50.000,328.86
2026-04-21T14:26:35,OK,words_enviadas,155.16,121.21,50.000,328.55
2026-04-21T14:26:35,OK,words_enviadas,154.90,114.27,50.000,328.54
2026-04-21T14:26:44,OK,words_enviadas,78.30,25.99,50.000,286.09
2026-04-21T14:26:45,OK,words_enviadas,54.70,27.23,50.000,285.98
2026-04-21T14:26:45,OK,words_enviadas,78.06,26.24,50.000,285.86
2026-04-21T14:26:46,OK,words_enviadas,53.47,27.25,50.000,285.84
2026-04-21T14:26:46,OK,words_enviadas,54.98,27.24,50.000,285.82
2026-04-21T14:26:46,OK,words_enviadas,53.06,27.43,50.000,285.82
2026-04-21T14:26:46,OK,words_enviadas,77.62,26.12,50.000,285.81
2026-04-21T14:26:48,OK,words_enviadas,138.68,145.30,50.000,332.10
2026-04-21T14:26:56,OK,words_enviadas,77.14,26.62,50.000,286.80
2026-04-21T14:26:59,OK,words_enviadas,78.33,25.54,50.000,286.52
2026-04-21T14:26:59,OK,words_enviadas,77.28,26.43,50.000,286.75
2026-04-21T14:27:03,OK,words_enviadas,174.52,157.53,50.000,194.04
2026-04-21T14:27:04,OK,words_enviadas,77.21,26.49,50.000,285.80
2026-04-21T14:27:08,OK,words_enviadas,87.50,175.98,50.000,0.00
2026-04-21T14:27:08,OK,words_enviadas,78.59,25.75,50.000,285.80
2026-04-21T14:27:08,OK,words_enviadas,78.09,27.39,50.000,285.80
2026-04-21T14:27:09,OK,words_enviadas,17.53,132.94,50.000,0.00
2026-04-21T14:27:09,OK,words_enviadas,34.24,185.94,50.000,90.00
2026-04-21T14:27:11,OK,words_enviadas,26.44,184.73,50.000,90.00
2026-04-21T14:27:12,OK,words_enviadas,152.88,25.41,50.000,270.00
2026-04-21T14:27:12,OK,words_enviadas,175.24,153.33,50.000,194.47
2026-04-21T14:27:13,OK,words_enviadas,174.47,157.78,50.000,194.15
2026-04-21T14:27:21,OK,words_enviadas,174.59,153.09,50.000,193.88
2026-04-21T14:27:21,OK,words_enviadas,88.84,179.67,50.000,0.00
2026-04-21T14:27:21,OK,words_enviadas,22.53,135.49,50.000,0.00
2026-04-21T14:27:22,OK,words_enviadas,88.74,180.02,50.000,0.00
2026-04-21T14:27:23,OK,words_enviadas,63.39,174.10,50.000,180.00
2026-04-21T14:27:23,OK,words_enviadas,88.90,179.81,50.000,0.00
2026-04-21T14:27:24,OK,words_enviadas,21.84,135.54,50.000,0.00
2026-04-21T14:27:26,OK,words_enviadas,88.40,180.05,50.000,0.00
2026-04-21T14:27:26,OK,words_enviadas,21.84,135.77,50.000,0.00
2026-04-21T14:27:28,OK,words_enviadas,88.39,180.06,50.000,0.00
2026-04-21T14:27:29,OK,words_enviadas,21.78,135.79,50.000,180.00
2026-04-21T14:27:29,OK,words_enviadas,88.39,180.05,50.000,0.00
2026-04-21T14:27:30,OK,words_enviadas,21.83,135.74,50.000,180.00
2026-04-21T14:27:30,OK,words_enviadas,22.67,134.03,50.000,180.00
2026-04-21T14:27:31,OK,words_enviadas,151.93,20.18,50.000,270.00
2026-04-21T14:27:31,OK,words_enviadas,21.90,135.70,50.000,180.00
2026-04-21T14:27:31,OK,words_enviadas,88.41,180.03,50.000,0.00
2026-04-21T14:27:32,OK,words_enviadas,62.76,174.36,50.000,0.00
2026-04-21T14:27:32,OK,words_enviadas,21.69,135.75,50.000,0.00
2026-04-21T14:27:32,OK,words_enviadas,88.40,180.04,50.000,0.00
2026-04-21T14:27:32,OK,words_enviadas,21.86,134.86,50.000,0.00
2026-04-21T14:27:33,OK,words_enviadas,22.08,153.87,50.000,0.00
2026-04-21T14:27:33,OK,words_enviadas,152.47,27.65,50.000,270.00
2026-04-21T14:27:33,OK,words_enviadas,152.77,33.54,50.000,270.00
2026-04-21T14:27:34,OK,words_enviadas,152.66,35.74,50.000,270.00
2026-04-21T14:27:34,OK,words_enviadas,117.67,53.55,50.000,180.00
2026-04-21T14:27:36,OK,words_enviadas,152.86,35.19,50.000,90.00
2026-04-21T14:27:36,OK,words_enviadas,117.18,46.11,50.000,180.00
2026-04-21T14:27:36,OK,words_enviadas,152.12,22.24,50.000,90.00
2026-04-21T14:27:36,OK,words_enviadas,89.27,175.80,50.000,0.00
2026-04-21T14:27:37,OK,words_enviadas,88.65,180.10,50.000,0.00
2026-04-21T14:27:38,OK,words_enviadas,152.07,20.13,50.000,90.00
2026-04-21T14:27:38,OK,words_enviadas,88.53,179.93,50.000,0.00
2026-04-21T14:27:39,OK,words_enviadas,152.04,20.17,50.000,90.00
2026-04-21T14:27:39,OK,words_enviadas,88.56,179.97,50.000,0.00
2026-04-21T14:27:39,OK,words_enviadas,152.01,20.17,50.000,270.00
2026-04-21T14:27:39,OK,words_enviadas,88.58,179.92,50.000,0.00
2026-04-21T14:27:40,OK,words_enviadas,152.00,20.17,50.000,90.00
2026-04-21T14:27:41,OK,words_enviadas,88.65,179.91,50.000,0.00
2026-04-21T14:27:41,OK,words_enviadas,152.12,20.17,50.000,90.00
2026-04-21T14:27:42,OK,words_enviadas,88.58,179.90,50.000,0.00
2026-04-21T14:27:45,OK,words_enviadas,60.01,178.30,50.000,0.00
2026-04-21T14:27:46,OK,words_enviadas,21.41,183.03,50.000,270.00
2026-04-21T14:27:46,OK,words_enviadas,60.07,178.32,50.000,0.00
2026-04-21T14:27:46,OK,words_enviadas,60.17,176.73,50.000,0.00
2026-04-21T14:27:47,OK,words_enviadas,60.20,177.78,50.000,0.00
2026-04-21T14:27:47,OK,words_enviadas,60.10,178.81,50.000,0.00
2026-04-21T14:27:48,OK,words_enviadas,60.08,177.42,50.000,0.00
2026-04-21T14:27:49,OK,words_enviadas,60.11,178.89,50.000,0.00
2026-04-21T14:27:50,OK,words_enviadas,117.29,32.89,50.000,180.00
2026-04-21T14:27:50,OK,words_enviadas,89.08,179.85,50.000,0.00
2026-04-21T14:27:59,OK,words_enviadas,116.69,32.53,50.000,180.00
2026-04-21T14:28:00,OK,words_enviadas,116.86,33.69,50.000,180.00
2026-04-21T14:28:01,OK,words_enviadas,116.76,32.63,50.000,180.00
2026-04-21T14:28:02,OK,words_enviadas,63.16,172.60,50.000,0.00
2026-04-21T14:28:03,OK,words_enviadas,62.98,173.95,50.000,0.00
2026-04-21T14:28:03,OK,words_enviadas,63.02,172.73,50.000,0.00
2026-04-21T14:28:05,OK,words_enviadas,63.05,174.03,50.000,0.00
2026-04-21T14:28:06,OK,words_enviadas,63.09,172.76,50.000,0.00
2026-04-21T14:28:06,OK,words_enviadas,63.08,174.04,50.000,0.00
2026-04-21T14:28:06,OK,words_enviadas,63.11,172.75,50.000,0.00
2026-04-21T14:28:07,OK,words_enviadas,63.09,173.98,50.000,0.00
2026-04-21T14:28:08,OK,words_enviadas,63.10,172.65,50.000,0.00
2026-04-21T14:28:08,OK,words_enviadas,63.10,174.00,50.000,0.00
2026-04-21T14:28:08,OK,words_enviadas,63.08,172.85,50.000,0.00
2026-04-21T14:28:09,OK,words_enviadas,63.10,174.09,50.000,0.00
2026-04-21T14:28:10,OK,words_enviadas,63.04,172.72,50.000,0.00
2026-04-21T14:28:10,OK,words_enviadas,63.02,173.99,50.000,0.00
2026-04-21T14:28:11,OK,words_enviadas,63.05,172.72,50.000,0.00
2026-04-21T14:28:12,OK,words_enviadas,63.00,173.88,50.000,0.00
2026-04-21T14:28:12,OK,words_enviadas,116.68,32.29,50.000,180.00
2026-04-21T14:28:12,OK,words_enviadas,116.84,38.21,50.000,180.00
2026-04-21T14:28:12,OK,words_enviadas,116.94,39.89,50.000,180.00
2026-04-21T14:28:15,OK,words_enviadas,117.48,34.14,50.000,180.00
2026-04-21T14:28:15,OK,words_enviadas,31.56,182.55,50.000,90.00
2026-04-21T14:28:16,OK,words_enviadas,116.86,32.16,50.000,180.00
2026-04-21T14:28:24,OK,words_enviadas,32.32,182.10,50.000,90.00
2026-04-21T14:28:24,OK,words_enviadas,22.87,182.16,50.000,90.00
2026-04-21T14:28:25,OK,words_enviadas,22.26,183.35,50.000,90.00
2026-04-21T14:28:27,OK,words_enviadas,23.96,181.77,50.000,90.00
2026-04-21T14:28:28,OK,words_enviadas,31.20,191.28,50.000,90.00
2026-04-21T14:28:28,OK,words_enviadas,32.14,185.29,50.000,90.00
2026-04-21T14:28:28,OK,words_enviadas,31.69,183.58,50.000,90.00
2026-04-21T14:28:36,OK,words_enviadas,29.95,180.29,50.000,90.00
2026-04-21T14:28:45,FAIL,sin_deteccion_timeout,,,,
2026-04-21T14:31:05,OK,words_enviadas,89.21,43.08,50.000,0.00
2026-04-21T14:31:18,OK,words_enviadas,88.71,42.02,50.000,0.00
2026-04-21T14:31:18,OK,words_enviadas,90.45,42.22,50.000,348.45
2026-04-21T14:31:19,OK,words_enviadas,191.05,30.82,50.000,0.00
2026-04-21T14:31:19,OK,words_enviadas,24.73,165.70,50.000,0.00
2026-04-21T14:31:19,OK,words_enviadas,28.55,169.77,50.000,349.18
2026-04-21T14:31:22,OK,words_enviadas,27.87,166.88,50.000,332.55
2026-04-21T14:31:22,OK,words_enviadas,127.27,27.77,50.000,62.20
2026-04-21T14:31:23,OK,words_enviadas,104.34,133.85,50.000,316.47
2026-04-21T14:31:44,OK,words_enviadas,41.02,167.42,50.000,334.98
2026-04-21T14:31:47,OK,words_enviadas,125.84,27.09,50.000,62.62
2026-04-21T14:31:49,OK,words_enviadas,127.66,28.02,50.000,62.27
2026-04-21T14:31:50,OK,words_enviadas,41.35,167.20,50.000,335.06
2026-04-21T14:31:50,OK,words_enviadas,125.55,27.83,50.000,62.20
2026-04-21T14:31:50,OK,words_enviadas,41.16,167.76,50.000,334.98
2026-04-21T14:31:51,OK,words_enviadas,106.57,173.81,50.000,311.27
2026-04-21T14:31:51,OK,words_enviadas,40.93,167.61,50.000,334.98
2026-04-21T14:31:52,OK,words_enviadas,106.60,173.84,50.000,311.27
2026-04-21T14:31:53,OK,words_enviadas,41.21,167.46,50.000,336.37
2026-04-21T14:31:53,OK,words_enviadas,106.80,173.85,50.000,311.86
2026-04-21T14:31:55,OK,words_enviadas,41.02,167.51,50.000,336.37
2026-04-21T14:31:55,OK,words_enviadas,106.63,173.83,50.000,311.86
2026-04-21T14:31:55,OK,words_enviadas,41.11,167.52,50.000,334.98
2026-04-21T14:31:56,OK,words_enviadas,106.71,173.87,50.000,311.27
2026-04-21T14:31:56,OK,words_enviadas,41.13,167.56,50.000,334.98
2026-04-21T14:31:56,OK,words_enviadas,106.77,173.80,50.000,311.27
2026-04-21T14:31:57,OK,words_enviadas,41.12,167.49,50.000,334.98
2026-04-21T14:34:27,OK,words_enviadas,37.68,168.07,50.000,346.55
2026-04-21T14:34:28,OK,words_enviadas,159.47,20.07,50.000,90.00
2026-04-21T14:34:29,OK,words_enviadas,38.76,166.87,50.000,167.01
2026-04-21T14:34:30,OK,words_enviadas,177.03,103.50,50.000,288.10
2026-04-21T14:34:30,OK,words_enviadas,28.76,64.22,50.000,270.00
2026-04-21T14:34:31,OK,words_enviadas,37.60,168.06,50.000,166.83
2026-04-21T14:34:31,OK,words_enviadas,163.73,18.13,50.000,270.00
2026-04-21T14:34:32,OK,words_enviadas,38.47,166.98,50.000,167.01
2026-04-21T14:34:33,OK,words_enviadas,163.52,18.09,50.000,90.00
2026-04-21T14:34:33,OK,words_enviadas,38.78,166.64,50.000,167.01
2026-04-21T14:34:34,OK,words_enviadas,162.82,17.69,50.000,90.00
2026-04-21T14:34:35,OK,words_enviadas,137.88,99.22,50.000,0.00
2026-04-21T14:34:41,OK,words_enviadas,156.46,20.83,50.000,90.00
2026-04-21T14:34:42,OK,words_enviadas,192.25,35.06,50.000,180.00
2026-04-21T14:34:44,OK,words_enviadas,192.35,34.95,50.000,180.00
2026-04-21T14:34:45,OK,words_enviadas,162.44,21.47,50.000,270.00
2026-04-21T14:34:47,OK,words_enviadas,43.80,126.50,50.000,166.61
2026-04-21T14:34:47,OK,words_enviadas,158.79,18.89,50.000,270.00
2026-04-21T14:34:48,OK,words_enviadas,41.37,128.55,50.000,180.00
2026-04-21T14:34:48,OK,words_enviadas,162.09,21.60,50.000,270.00
2026-04-21T14:34:57,FAIL,sin_deteccion_timeout,,,,
2026-04-21T14:34:58,OK,words_enviadas,159.11,101.14,50.000,322.79
2026-04-21T14:34:59,OK,words_enviadas,132.59,171.74,50.000,334.03
2026-04-21T14:34:59,OK,words_enviadas,109.26,133.74,50.000,135.00
2026-04-21T14:34:59,OK,words_enviadas,108.09,134.71,50.000,99.85
2026-04-21T14:35:00,OK,words_enviadas,132.17,97.61,50.000,0.00
2026-04-21T14:35:00,OK,words_enviadas,110.23,134.39,50.000,46.27
2026-04-21T14:35:03,OK,words_enviadas,132.59,98.18,50.000,11.00
2026-04-21T14:35:03,OK,words_enviadas,109.44,134.77,50.000,43.99
2026-04-21T14:35:07,OK,words_enviadas,126.01,31.55,50.000,63.00
2026-04-21T14:35:08,OK,words_enviadas,107.78,134.51,50.000,45.00
2026-04-21T14:35:08,OK,words_enviadas,130.93,97.74,50.000,11.31
2026-04-21T14:35:09,OK,words_enviadas,107.49,134.58,50.000,45.00
2026-04-21T14:35:10,OK,words_enviadas,131.36,97.37,50.000,11.04
2026-04-21T14:35:11,OK,words_enviadas,109.49,134.87,50.000,45.73
2026-04-21T14:35:12,OK,words_enviadas,132.46,98.24,50.000,0.00
2026-04-21T14:35:13,OK,words_enviadas,110.08,134.67,50.000,46.33
2026-04-21T14:35:15,OK,words_enviadas,132.62,98.01,50.000,0.00
2026-04-21T14:35:16,OK,words_enviadas,109.42,134.80,50.000,46.85
2026-04-21T14:35:16,OK,words_enviadas,126.05,31.47,50.000,62.59
2026-04-21T14:35:17,OK,words_enviadas,132.42,98.24,50.000,180.00
2026-04-21T14:35:19,OK,words_enviadas,109.72,134.79,50.000,45.73
2026-04-21T14:35:20,OK,words_enviadas,132.69,98.20,50.000,11.59
2026-04-21T14:35:20,OK,words_enviadas,109.72,134.64,50.000,46.33
2026-04-21T14:35:21,OK,words_enviadas,133.05,97.31,50.000,11.31
2026-04-21T14:35:21,OK,words_enviadas,125.25,30.37,50.000,62.15
2026-04-21T14:35:21,OK,words_enviadas,113.48,180.78,50.000,315.00
2026-04-21T14:35:24,OK,words_enviadas,125.11,30.32,50.000,63.00
2026-04-21T14:35:25,OK,words_enviadas,113.94,180.88,50.000,315.00
2026-04-21T14:35:28,OK,words_enviadas,109.64,134.54,50.000,46.85
2026-04-21T14:35:29,OK,words_enviadas,114.43,180.82,50.000,315.00
2026-04-21T14:35:30,OK,words_enviadas,109.48,134.70,50.000,47.60
2026-04-21T14:35:30,OK,words_enviadas,114.36,180.78,50.000,315.63
2026-04-21T14:35:30,OK,words_enviadas,109.67,134.52,50.000,46.85
2026-04-21T14:35:31,OK,words_enviadas,114.40,180.80,50.000,315.63
2026-04-21T14:35:32,OK,words_enviadas,109.42,134.69,50.000,46.85
2026-04-21T14:35:33,OK,words_enviadas,114.34,180.66,50.000,315.63
2026-04-21T14:35:33,OK,words_enviadas,107.68,134.59,50.000,46.74
2026-04-21T14:35:33,OK,words_enviadas,113.34,180.51,50.000,315.00
2026-04-21T14:35:34,OK,words_enviadas,123.77,31.11,50.000,63.00
2026-04-21T14:35:36,OK,words_enviadas,114.00,180.75,50.000,314.37
2026-04-21T14:35:37,OK,words_enviadas,109.44,134.71,50.000,46.74
2026-04-21T14:35:38,OK,words_enviadas,114.34,180.81,50.000,315.63
2026-04-21T14:35:39,OK,words_enviadas,109.64,134.54,50.000,47.60
2026-04-21T14:35:41,OK,words_enviadas,114.39,180.73,50.000,315.00
2026-04-21T14:35:41,OK,words_enviadas,109.66,134.58,50.000,46.85
2026-04-21T14:35:42,OK,words_enviadas,114.38,180.77,50.000,315.63
2026-04-21T14:35:42,OK,words_enviadas,109.41,134.72,50.000,46.85
2026-04-21T14:35:42,OK,words_enviadas,114.35,180.82,50.000,314.37
2026-04-21T14:35:43,OK,words_enviadas,109.35,134.69,50.000,46.85
2026-04-21T14:35:44,OK,words_enviadas,114.22,180.77,50.000,315.00
2026-04-21T14:36:01,OK,words_enviadas,126.19,30.46,50.000,63.00
2026-04-21T14:36:02,OK,words_enviadas,111.75,134.20,50.000,135.60
2026-04-21T14:36:02,OK,words_enviadas,118.43,180.86,50.000,312.83
2026-04-21T14:36:21,OK,words_enviadas,109.41,135.49,50.000,135.00
2026-04-21T14:36:22,OK,words_enviadas,133.30,98.48,50.000,10.54
2026-04-21T14:36:22,OK,words_enviadas,126.80,31.29,50.000,62.15
2026-04-21T14:36:23,OK,words_enviadas,133.32,98.45,50.000,10.54
2026-04-21T14:36:24,OK,words_enviadas,109.90,135.01,50.000,45.00
2026-04-21T14:36:24,OK,words_enviadas,142.55,165.81,50.000,328.09
2026-04-21T14:36:34,OK,words_enviadas,132.26,98.06,50.000,11.31
2026-04-21T14:36:36,OK,words_enviadas,124.23,31.17,50.000,63.00
2026-04-21T14:36:37,OK,words_enviadas,132.12,97.98,50.000,10.54
2026-04-21T14:36:38,OK,words_enviadas,184.86,176.37,50.000,197.74
2026-04-21T14:36:39,OK,words_enviadas,132.58,98.07,50.000,10.30
2026-04-21T14:36:39,OK,words_enviadas,184.84,176.41,50.000,198.08
2026-04-21T14:36:45,OK,words_enviadas,126.08,31.56,50.000,62.59
2026-04-21T14:36:45,OK,words_enviadas,184.76,176.38,50.000,198.06
2026-04-21T14:36:47,OK,words_enviadas,132.86,98.03,50.000,0.00
2026-04-21T14:36:48,OK,words_enviadas,125.16,31.07,50.000,62.59
2026-04-21T14:36:49,OK,words_enviadas,131.75,98.19,50.000,0.00
2026-04-21T14:36:51,OK,words_enviadas,125.49,31.52,50.000,63.00
2026-04-21T14:36:53,OK,words_enviadas,132.11,98.44,50.000,0.00
2026-04-21T14:36:54,OK,words_enviadas,125.57,31.72,50.000,63.00
2026-04-21T14:36:54,OK,words_enviadas,132.09,98.50,50.000,0.00
2026-04-21T14:36:55,OK,words_enviadas,125.64,31.64,50.000,63.00
2026-04-21T14:36:56,OK,words_enviadas,132.16,98.43,50.000,0.00
2026-04-21T14:36:58,OK,words_enviadas,125.56,31.49,50.000,63.00
2026-04-21T14:36:58,OK,words_enviadas,26.33,166.87,50.000,15.26
2026-04-21T14:36:59,OK,words_enviadas,29.92,40.25,50.000,270.00
2026-04-21T14:36:59,OK,words_enviadas,21.99,119.37,50.000,349.82
2026-04-21T14:37:00,OK,words_enviadas,25.03,168.67,50.000,15.26
2026-04-21T14:37:01,OK,words_enviadas,21.51,119.47,50.000,349.82
2026-04-21T14:37:01,OK,words_enviadas,25.33,168.54,50.000,15.26
2026-04-21T14:37:01,OK,words_enviadas,30.54,38.47,50.000,90.00
2026-04-21T14:37:02,OK,words_enviadas,36.54,166.84,50.000,14.93
2026-04-21T14:37:02,OK,words_enviadas,141.03,51.30,50.000,63.43
2026-04-21T14:37:03,OK,words_enviadas,141.84,52.18,50.000,84.26
2026-04-21T14:37:04,OK,words_enviadas,132.26,98.35,50.000,0.00
2026-04-21T14:37:04,OK,words_enviadas,141.78,52.36,50.000,270.00
2026-04-21T14:37:05,OK,words_enviadas,178.07,37.11,50.000,321.17
2026-04-21T14:37:05,OK,words_enviadas,132.21,98.41,50.000,0.00
2026-04-21T14:37:05,OK,words_enviadas,141.78,52.43,50.000,270.00
2026-04-21T14:37:06,OK,words_enviadas,132.25,98.50,50.000,0.00
2026-04-21T14:37:07,OK,words_enviadas,141.88,52.42,50.000,270.00
2026-04-21T14:37:07,OK,words_enviadas,132.25,98.30,50.000,0.00
2026-04-21T14:37:08,OK,words_enviadas,141.74,52.42,50.000,270.00
2026-04-21T14:37:08,OK,words_enviadas,132.21,98.49,50.000,0.00
2026-04-21T14:37:09,OK,words_enviadas,141.80,52.42,50.000,270.00
2026-04-21T14:37:11,OK,words_enviadas,132.13,98.31,50.000,0.00
2026-04-21T14:37:11,OK,words_enviadas,141.86,52.31,50.000,270.00
2026-04-21T14:37:13,OK,words_enviadas,119.20,37.10,50.000,319.40
2026-04-21T14:37:13,OK,words_enviadas,157.65,34.39,50.000,319.66
2026-04-21T14:37:14,OK,words_enviadas,118.63,35.26,50.000,319.70
2026-04-21T14:37:14,OK,words_enviadas,28.42,167.02,50.000,15.59
2026-04-21T14:37:15,OK,words_enviadas,141.44,35.54,50.000,319.40
2026-04-21T14:37:15,OK,words_enviadas,40.70,114.29,50.000,0.00
2026-04-21T14:37:16,OK,words_enviadas,141.61,50.67,50.000,270.00
2026-04-21T14:37:18,OK,words_enviadas,142.27,51.67,50.000,270.00
2026-04-21T14:37:26,OK,words_enviadas,140.29,52.34,50.000,259.37
2026-04-21T14:37:26,OK,words_enviadas,53.75,159.80,50.000,180.00
2026-04-21T14:37:29,OK,words_enviadas,53.23,160.98,50.000,180.00
2026-04-21T14:37:30,OK,words_enviadas,176.29,36.23,50.000,319.51
2026-04-21T14:37:39,OK,words_enviadas,55.06,159.72,50.000,0.00
